,#,When,Who,Problem,Lang,Verdict,Time,Memory
240,45515492,Nov/10/2018 17:44,tourist,B - Alice and Hairdresser,GNU C++14,Wrong answer on pretest 3,15 ms,0 KB
241,45514551,Nov/10/2018 17:41,tourist,A - Metro,GNU C++14,Accepted,31 ms,0 KB
242,45300245,Nov/04/2018 22:46,tourist,E - Grid Sort,GNU C++14,Accepted,452 ms,27800 KB
243,45296297,Nov/04/2018 22:05,tourist,F - DFS,GNU C++14,Accepted,1107 ms,52000 KB
244,45294645,Nov/04/2018 21:50,tourist,B - Intersecting Subtrees,GNU C++14,Accepted,124 ms,400 KB
245,45293664,Nov/04/2018 21:42,tourist,D - Deduction Queries,GNU C++14,Accepted,374 ms,16600 KB
246,45291358,Nov/04/2018 21:26,tourist,C - Optimal Polygon Perimeter,GNU C++14,Accepted,248 ms,2300 KB
247,45289985,Nov/04/2018 21:19,tourist,A - The Tower is Going Home,GNU C++14,Accepted,155 ms,1200 KB
248,45289822,Nov/04/2018 21:18,tourist,A - The Tower is Going Home,GNU C++14,Wrong answer on pretest 7,30 ms,0 KB
249,45151873,Oct/31/2018 23:31,tourist,G - Speckled Band,GNU C++14,Accepted,6052 ms,89800 KB
250,45151665,Oct/31/2018 23:22,tourist,G - Speckled Band,GNU C++14,Accepted,4664 ms,91900 KB
251,45151661,Oct/31/2018 23:22,tourist,G - Speckled Band,GNU C++14,Accepted,5272 ms,92100 KB
252,45151498,Oct/31/2018 23:14,tourist,G - Speckled Band,GNU C++14,Time limit exceeded on test 44,7000 ms,91900 KB
253,45151447,Oct/31/2018 23:13,tourist,G - Speckled Band,GNU C++14,Time limit exceeded on test 44,7000 ms,91800 KB
254,45151036,Oct/31/2018 22:53,tourist,G - Speckled Band,GNU C++14,Time limit exceeded on test 44,7000 ms,91800 KB
255,45150894,Oct/31/2018 22:47,tourist,G - Speckled Band,GNU C++14,Accepted,3852 ms,89000 KB
256,45150774,Oct/31/2018 22:43,tourist,G - Speckled Band,GNU C++17,Accepted,6645 ms,93800 KB
257,45150693,Oct/31/2018 22:39,tourist,G - Speckled Band,GNU C++17,Time limit exceeded on test 8,7000 ms,96500 KB
258,45150690,Oct/31/2018 22:39,tourist,G - Speckled Band,GNU C++11,Time limit exceeded on test 3,7000 ms,72000 KB
259,45150433,Oct/31/2018 22:29,tourist,G - Speckled Band,GNU C++14,Time limit exceeded on test 8,7000 ms,96500 KB
260,45149697,Oct/31/2018 22:01,tourist,G - Speckled Band,GNU C++14,Accepted,6925 ms,93600 KB
261,45149486,Oct/31/2018 21:54,tourist,G - Speckled Band,GNU C++14,Accepted,6442 ms,93500 KB
262,45149371,Oct/31/2018 21:49,tourist,G - Speckled Band,GNU C++14,Time limit exceeded on test 3,7000 ms,68800 KB
263,45149307,Oct/31/2018 21:46,tourist,G - Speckled Band,GNU C++14,Compilation error,0 ms,0 KB
264,45030302,Oct/29/2018 06:15,tourist,G - Speckled Band,GNU C++14,Wrong answer on test 2,218 ms,4200 KB
265,45024739,Oct/28/2018 23:52,tourist,D - Mysterious Crime,GNU C++14,Accepted,935 ms,40100 KB
266,45024727,Oct/28/2018 23:51,tourist,D - Mysterious Crime,GNU C++14,Accepted,966 ms,40100 KB
267,45024718,Oct/28/2018 23:51,tourist,D - Mysterious Crime,GNU C++11,Time limit exceeded on test 36,1000 ms,40000 KB
268,45024689,Oct/28/2018 23:50,tourist,D - Mysterious Crime,GNU C++11,Time limit exceeded on test 36,1000 ms,40000 KB
269,45024686,Oct/28/2018 23:50,tourist,D - Mysterious Crime,GNU C++11,Time limit exceeded on test 36,1000 ms,38900 KB
270,45024674,Oct/28/2018 23:50,tourist,D - Mysterious Crime,GNU C++14,Accepted,982 ms,39900 KB
271,45024667,Oct/28/2018 23:49,tourist,D - Mysterious Crime,GNU C++11,Time limit exceeded on test 36,1000 ms,40000 KB
272,45022764,Oct/28/2018 22:48,tourist,G - Speckled Band,GNU C++11,Wrong answer on test 2,780 ms,4200 KB
273,45019799,Oct/28/2018 20:34,tourist,G - Speckled Band,GNU C++11,Wrong answer on pretest 2,811 ms,4400 KB
274,45019215,Oct/28/2018 20:32,tourist,G - Speckled Band,GNU C++11,Wrong answer on pretest 1,30 ms,0 KB
275,45018677,Oct/28/2018 20:30,tourist,G - Speckled Band,GNU C++11,Wrong answer on pretest 2,826 ms,4400 KB
276,45006395,Oct/28/2018 19:12,tourist,F - Make It One,GNU C++11,Accepted,592 ms,17700 KB
277,45002689,Oct/28/2018 18:56,tourist,"E - Train Hard, Win Easy",GNU C++14,Accepted,670 ms,19900 KB
278,45001078,Oct/28/2018 18:50,tourist,D - Mysterious Crime,GNU C++11,Time limit exceeded on test 36,1000 ms,40000 KB
279,44999861,Oct/28/2018 18:46,tourist,C - Smallest Word,GNU C++14,Accepted,31 ms,0 KB
280,44998515,Oct/28/2018 18:42,tourist,C - Smallest Word,GNU C++11,Wrong answer on pretest 3,31 ms,0 KB
281,44996520,Oct/28/2018 18:38,tourist,B - Lost Array,GNU C++14,Accepted,46 ms,0 KB
282,44995892,Oct/28/2018 18:37,tourist,A - Elections,GNU C++14,Accepted,30 ms,0 KB
283,44995872,Oct/28/2018 18:36,tourist,A - Elections,GNU C++14,Wrong answer on pretest 3,15 ms,0 KB
284,44463469,Oct/18/2018 01:48,tourist,F - Letters Removing,GNU C++11,Accepted,389 ms,15200 KB
285,44463457,Oct/18/2018 01:47,tourist,F - Letters Removing,GNU C++11,Accepted,452 ms,13700 KB
286,44463305,Oct/18/2018 01:34,tourist,D - Dog Show,GNU C++11,Accepted,530 ms,6300 KB
287,44463185,Oct/18/2018 01:24,tourist,D - Dog Show,GNU C++11,Accepted,358 ms,7900 KB
288,44463153,Oct/18/2018 01:21,tourist,D - Dog Show,GNU C++11,Accepted,498 ms,6300 KB
289,44463143,Oct/18/2018 01:20,tourist,D - Dog Show,GNU C++11,Accepted,389 ms,7900 KB
290,44462973,Oct/18/2018 01:08,tourist,D - Yet Another Array Queries Problem,GNU C++14,Accepted,857 ms,7200 KB
291,44462614,Oct/18/2018 00:47,tourist,D - Yet Another Array Queries Problem,GNU C++14,Accepted,794 ms,8900 KB
292,44462604,Oct/18/2018 00:46,tourist,D - Yet Another Array Queries Problem,GNU C++14,Time limit exceeded on test 2,2000 ms,0 KB
293,44462504,Oct/18/2018 00:40,tourist,E - Radio stations,GNU C++11,Accepted,1996 ms,5600 KB
294,44462365,Oct/18/2018 00:33,tourist,E - Radio stations,GNU C++14,Accepted,1699 ms,5700 KB
295,44462359,Oct/18/2018 00:32,tourist,E - Radio stations,GNU C++14,Time limit exceeded on test 67,2000 ms,4900 KB
296,44447140,Oct/17/2018 17:21,tourist,E - Envy,GNU C++14,Accepted,1216 ms,73500 KB
297,44446976,Oct/17/2018 17:18,tourist,E - Envy,GNU C++14,Accepted,1201 ms,73300 KB
298,44421153,Oct/17/2018 01:51,tourist,F - To Play or not to Play,GNU C++14,Runtime error on test 12,30 ms,19300 KB
299,43970771,Oct/07/2018 21:58,tourist,E - Hidden Bipartite Graph,GNU C++14,Accepted,545 ms,400 KB
300,43970598,Oct/07/2018 21:56,tourist,E - Hidden Bipartite Graph,GNU C++14,Wrong answer on pretest 1,0 ms,0 KB
301,43968349,Oct/07/2018 21:36,tourist,G - Chip Game,GNU C++14,Accepted,858 ms,0 KB
302,43965076,Oct/07/2018 21:09,tourist,F - Boolean Computer,GNU C++14,Accepted,842 ms,2100 KB
303,43958178,Oct/07/2018 20:29,tourist,D - Divisors,GNU C++14,Accepted,93 ms,200 KB
304,43953103,Oct/07/2018 20:12,tourist,C - Permutation Game,GNU C++14,Accepted,46 ms,900 KB
305,43952241,Oct/07/2018 20:08,tourist,B - Square Difference,GNU C++14,Accepted,31 ms,0 KB
306,43952162,Oct/07/2018 20:06,tourist,A - King Escape,GNU C++14,Accepted,31 ms,0 KB
307,42400284,Sep/02/2018 19:32,tourist,G - A Game on Strings,GNU C++11,Accepted,1060 ms,116500 KB
308,42398367,Sep/02/2018 19:24,tourist,G - A Game on Strings,GNU C++11,Skipped,3665 ms,90700 KB
309,42390789,Sep/02/2018 18:47,tourist,H - Security,GNU C++11,Accepted,920 ms,241500 KB
310,42383633,Sep/02/2018 18:20,tourist,E - Trips,GNU C++11,Accepted,483 ms,14600 KB
311,42381395,Sep/02/2018 18:14,tourist,F - Maximum Reduction,GNU C++11,Accepted,810 ms,15700 KB
312,42369087,Sep/02/2018 17:44,tourist,D - Valid BFS?,GNU C++11,Accepted,452 ms,20700 KB
313,42367060,Sep/02/2018 17:39,tourist,C - Equalize,GNU C++11,Accepted,46 ms,6900 KB
314,42366092,Sep/02/2018 17:37,tourist,B - Reach Median,GNU C++11,Accepted,140 ms,800 KB
315,42365839,Sep/02/2018 17:36,tourist,A - Packets,GNU C++11,Accepted,31 ms,0 KB
316,42104811,Aug/26/2018 01:44,tourist,D - Perfect Encoding,GNU C++11,Accepted,140 ms,30100 KB
317,42104799,Aug/26/2018 01:43,tourist,D - Perfect Encoding,GNU C++11,Wrong answer on test 1,15 ms,0 KB
318,42104792,Aug/26/2018 01:43,tourist,D - Perfect Encoding,GNU C++11,Accepted,171 ms,31600 KB
319,42104740,Aug/26/2018 01:38,tourist,D - Perfect Encoding,GNU C++11,Accepted,592 ms,83800 KB
320,42104732,Aug/26/2018 01:38,tourist,D - Perfect Encoding,GNU C++11,Wrong answer on test 1,0 ms,0 KB
321,42104337,Aug/26/2018 01:12,tourist,D - Perfect Encoding,GNU C++11,Accepted,638 ms,83300 KB
322,42103931,Aug/26/2018 00:43,tourist,D - Perfect Encoding,GNU C++11,Accepted,592 ms,84000 KB
323,42103877,Aug/26/2018 00:39,tourist,D - Perfect Encoding,GNU C++11,Accepted,655 ms,100100 KB
324,42103819,Aug/26/2018 00:36,tourist,D - Perfect Encoding,GNU C++11,Accepted,623 ms,116900 KB
325,42103728,Aug/26/2018 00:31,tourist,D - Perfect Encoding,GNU C++11,Accepted,670 ms,116700 KB
326,42103430,Aug/26/2018 00:14,tourist,D - Perfect Encoding,GNU C++11,Accepted,623 ms,132900 KB
327,42103363,Aug/26/2018 00:11,tourist,D - Perfect Encoding,GNU C++11,Accepted,655 ms,126600 KB
328,42103253,Aug/26/2018 00:05,tourist,D - Perfect Encoding,GNU C++11,Wrong answer on test 3,30 ms,0 KB
329,42090622,Aug/25/2018 16:03,tourist,D - Perfect Encoding,GNU C++11,Accepted,795 ms,104900 KB
330,42090614,Aug/25/2018 16:03,tourist,D - Perfect Encoding,GNU C++11,Accepted,717 ms,104900 KB
331,42090469,Aug/25/2018 15:58,tourist,D - Perfect Encoding,GNU C++11,Accepted,701 ms,104400 KB
332,42090439,Aug/25/2018 15:57,tourist,D - Perfect Encoding,GNU C++11,Accepted,857 ms,104400 KB
333,42090421,Aug/25/2018 15:56,tourist,D - Perfect Encoding,GNU C++11,Accepted,841 ms,115800 KB
334,42090403,Aug/25/2018 15:56,tourist,D - Perfect Encoding,GNU C++11,Accepted,904 ms,104900 KB
335,42090387,Aug/25/2018 15:55,tourist,D - Perfect Encoding,GNU C++11,Accepted,810 ms,116500 KB
336,42077392,Aug/25/2018 09:29,tourist,D - Perfect Encoding,GNU C++11,Runtime error on test 1,15 ms,0 KB
337,40047429,Jul/07/2018 03:46,tourist,C2 - Distinguish zero state and plus state without errors,Q#,Accepted,467 ms,0 KB
338,40046309,Jul/07/2018 02:07,tourist,A4 - Generate W state,Q#,Accepted,358 ms,4900 KB
339,40043396,Jul/06/2018 23:15,tourist,A4 - Generate W state,Q#,Wrong answer on test 2,249 ms,2900 KB
340,40043264,Jul/06/2018 23:08,tourist,A4 - Generate W state,Q#,Wrong answer on test 2,280 ms,2800 KB
341,40043242,Jul/06/2018 23:07,tourist,A4 - Generate W state,Q#,Compilation error,0 ms,0 KB
342,40041026,Jul/06/2018 21:33,tourist,D3 - Oracle for majority function,Q#,Accepted,233 ms,0 KB
343,40040760,Jul/06/2018 21:24,tourist,C1 - Distinguish zero state and plus state with minimum error,Q#,Accepted,264 ms,0 KB
344,40040584,Jul/06/2018 21:19,tourist,C1 - Distinguish zero state and plus state with minimum error,Q#,Wrong answer on test 1,358 ms,0 KB
345,40040528,Jul/06/2018 21:17,tourist,C1 - Distinguish zero state and plus state with minimum error,Q#,Wrong answer on test 1,233 ms,0 KB
346,40039388,Jul/06/2018 20:45,tourist,E2 - Another array reconstruction algorithm,Q#,Accepted,374 ms,3500 KB
347,40038460,Jul/06/2018 20:23,tourist,B4 - Distinguish four 2-qubit states - 2,Q#,Accepted,265 ms,0 KB
348,40038398,Jul/06/2018 20:21,tourist,B4 - Distinguish four 2-qubit states - 2,Q#,Wrong answer on test 1,280 ms,0 KB
349,40035899,Jul/06/2018 19:27,tourist,E1 - Bernstein-Vazirani algorithm,Q#,Accepted,311 ms,0 KB
350,40035628,Jul/06/2018 19:22,tourist,B3 - Distinguish four 2-qubit states,Q#,Accepted,249 ms,0 KB
351,40035448,Jul/06/2018 19:18,tourist,D2 - Oracle for f(x) = b * x + (1 - b) * (1 - x) mod 2,Q#,Accepted,327 ms,3000 KB
352,40035302,Jul/06/2018 19:15,tourist,D1 - Oracle for f(x) = b * x mod 2,Q#,Accepted,358 ms,2900 KB
353,40035207,Jul/06/2018 19:13,tourist,B2 - Distinguish GHZ state and W state,Q#,Accepted,327 ms,0 KB
354,40035171,Jul/06/2018 19:12,tourist,B1 - Distinguish zero state and W state,Q#,Accepted,327 ms,0 KB
355,40035044,Jul/06/2018 19:10,tourist,A3 - Generate superposition of two basis states,Q#,Accepted,264 ms,0 KB
356,40034960,Jul/06/2018 19:09,tourist,A3 - Generate superposition of two basis states,Q#,Wrong answer on test 2,265 ms,0 KB
357,40034831,Jul/06/2018 19:06,tourist,A2 - Generate superposition of zero state and a basis state,Q#,Accepted,264 ms,0 KB
358,40034787,Jul/06/2018 19:05,tourist,A2 - Generate superposition of zero state and a basis state,Q#,Wrong answer on test 1,218 ms,0 KB
359,40034609,Jul/06/2018 19:01,tourist,A1 - Generate superposition of all basis states,Q#,Accepted,249 ms,0 KB
360,39873196,Jul/02/2018 18:58,tourist,I - Deutsch-Jozsa algorithm,Q#,Accepted,358 ms,0 KB
361,39873160,Jul/02/2018 18:57,tourist,I - Deutsch-Jozsa algorithm,Q#,Wrong answer on test 4,311 ms,0 KB
362,39873142,Jul/02/2018 18:56,tourist,I - Deutsch-Jozsa algorithm,Q#,Wrong answer on test 4,280 ms,0 KB
363,39872969,Jul/02/2018 18:48,tourist,H - Oracle for f(x) = parity of the number of 1s in x,Q#,Accepted,280 ms,2800 KB
364,39872944,Jul/02/2018 18:46,tourist,G - Oracle for f(x) = k-th element of x,Q#,Accepted,296 ms,0 KB
365,39872916,Jul/02/2018 18:45,tourist,F - Distinguish multi-qubit basis states,Q#,Accepted,265 ms,0 KB
366,39872807,Jul/02/2018 18:40,tourist,E - Distinguish Bell states,Q#,Accepted,248 ms,0 KB
367,39872708,Jul/02/2018 18:36,tourist,D - Distinguish plus state and minus state,Q#,Accepted,233 ms,0 KB
368,39872682,Jul/02/2018 18:34,tourist,C - Generate GHZ state,Q#,Accepted,233 ms,0 KB
369,39872554,Jul/02/2018 18:28,tourist,B - Generate Bell state,Q#,Accepted,234 ms,0 KB
370,39872514,Jul/02/2018 18:26,tourist,B - Generate Bell state,Q#,Wrong answer on test 2,233 ms,0 KB
371,39871074,Jul/02/2018 17:24,tourist,B - Generate Bell state,Q#,Wrong answer on test 1,265 ms,0 KB
372,39870762,Jul/02/2018 17:12,tourist,A - Generate plus state or minus state,Q#,Accepted,233 ms,0 KB
373,39870693,Jul/02/2018 17:10,tourist,A - Generate plus state or minus state,Q#,Compilation error,0 ms,0 KB
374,38747055,May/29/2018 20:12,tourist,E - Prince's Problem,GNU C++14,Accepted,826 ms,132600 KB
375,38743952,May/29/2018 19:53,tourist,F - Oppa Funcan Style Remastered,GNU C++14,Accepted,748 ms,19500 KB
376,38743376,May/29/2018 19:50,tourist,F - Oppa Funcan Style Remastered,GNU C++14,Wrong answer on pretest 3,202 ms,16200 KB
377,38736843,May/29/2018 19:19,tourist,C - AND Graph,GNU C++14,Accepted,998 ms,68900 KB
378,38733857,May/29/2018 19:08,tourist,D - Perfect Encoding,GNU C++14,Accepted,748 ms,105800 KB
379,38727078,May/29/2018 18:49,tourist,B - Petr and Permutations,GNU C++14,Accepted,311 ms,7800 KB
380,38722963,May/29/2018 18:39,tourist,A - Fair,GNU C++14,Accepted,764 ms,44000 KB
381,38672896,May/27/2018 19:53,tourist,H - K Paths,GNU C++14,Accepted,436 ms,33800 KB
382,38667922,May/27/2018 18:52,tourist,G - Magic multisets,GNU C++14,Accepted,592 ms,19900 KB
383,38665996,May/27/2018 18:34,tourist,F - Round Marriage,GNU C++14,Accepted,405 ms,31300 KB
384,38665795,May/27/2018 18:33,tourist,F - Round Marriage,GNU C++14,Runtime error on pretest 17,171 ms,7800 KB
385,38663058,May/27/2018 18:14,tourist,E - Addition on Segments,GNU C++14,Accepted,93 ms,1700 KB
386,38660572,May/27/2018 18:02,tourist,D - Bookshelves,GNU C++14,Accepted,30 ms,200 KB
387,38659452,May/27/2018 17:58,tourist,C - Useful Decomposition,GNU C++14,Accepted,93 ms,2600 KB
388,38657939,May/27/2018 17:54,tourist,B - Businessmen Problems,GNU C++14,Accepted,233 ms,6400 KB
389,38657451,May/27/2018 17:51,tourist,A - Antipalindrome,GNU C++14,Accepted,31 ms,0 KB
390,37723619,Apr/29/2018 18:04,tourist,C - Big Secret,GNU C++14,Accepted,108 ms,7700 KB
391,37721887,Apr/29/2018 17:48,tourist,E - May Holidays,GNU C++14,Accepted,3400 ms,27000 KB
392,37721182,Apr/29/2018 17:41,tourist,D - Aztec Catacombs,GNU C++14,Accepted,234 ms,18800 KB
393,37711125,Apr/29/2018 16:33,tourist,A - Stairs and Elevators,GNU C++14,Accepted,217 ms,4100 KB
394,37710216,Apr/29/2018 16:29,tourist,B - Resource Distribution,GNU C++14,Accepted,156 ms,9400 KB
395,37708929,Apr/29/2018 16:20,tourist,A - Stairs and Elevators,GNU C++14,Skipped,187 ms,3700 KB
396,36163072,Mar/10/2018 19:19,tourist,A - Primal Sport,GNU C++14,Accepted,62 ms,9700 KB
397,36161780,Mar/10/2018 19:11,tourist,C - Perfect Security,GNU C++14,Accepted,998 ms,130800 KB
398,36160738,Mar/10/2018 19:05,tourist,B - Producing Snow,GNU C++14,Accepted,140 ms,5900 KB
399,36160008,Mar/10/2018 19:01,tourist,D - Picking Strings,GNU C++14,Wrong answer on test 11,109 ms,3900 KB
400,36159572,Mar/10/2018 18:59,tourist,D - Picking Strings,GNU C++14,Wrong answer on pretest 4,15 ms,1800 KB
401,32313735,Nov/14/2017 17:06,tourist#,K - Knightsbridge Rises,GNU C++14,Accepted,15 ms,1200 KB
402,32311416,Nov/14/2017 15:36,tourist#,K - Knightsbridge Rises,GNU C++14,Accepted,15 ms,1200 KB
403,32311047,Nov/14/2017 15:23,tourist#,G - Gentlebots,GNU C++14,Accepted,15 ms,0 KB
404,32310769,Nov/14/2017 15:13,tourist#,H - Hiking,GNU C++14,Accepted,483 ms,3100 KB
405,32310338,Nov/14/2017 14:56,tourist#,L - Lizard Lounge,GNU C++14,Accepted,795 ms,29700 KB
406,32310203,Nov/14/2017 14:52,tourist#,E - Education,GNU C++14,Accepted,62 ms,100 KB
407,32310132,Nov/14/2017 14:48,tourist#,B - Breaking Biscuits,GNU C++14,Accepted,15 ms,0 KB
408,32309930,Nov/14/2017 14:40,tourist#,I - I Work All Day,GNU C++14,Accepted,15 ms,0 KB
409,32309886,Nov/14/2017 14:39,tourist#,F - Flipping Coins,GNU C++14,Accepted,15 ms,1600 KB
410,32309799,Nov/14/2017 14:36,tourist#,D - Deranging Hat,GNU C++14,Accepted,15 ms,0 KB
411,32309769,Nov/14/2017 14:35,tourist#,D - Deranging Hat,GNU C++14,Wrong answer on test 1,0 ms,0 KB
412,32309731,Nov/14/2017 14:33,tourist#,C - Cued In,GNU C++14,Accepted,15 ms,0 KB
413,32309610,Nov/14/2017 14:28,tourist#,J - Just A Minim,GNU C++14,Accepted,15 ms,0 KB
414,32309582,Nov/14/2017 14:26,tourist#,A - Alien Sunset,GNU C++14,Accepted,15 ms,0 KB
415,32309104,Nov/14/2017 14:02,tourist,C - Party,GNU C++14,Accepted,1372 ms,200 KB
416,32309096,Nov/14/2017 14:02,tourist,C - Party,GNU C++14,Accepted,1092 ms,0 KB
417,32308909,Nov/14/2017 13:51,tourist,C - Party,GNU C++14,Accepted,1029 ms,0 KB
418,32308852,Nov/14/2017 13:47,tourist,C - Party,GNU C++14,Accepted,1309 ms,0 KB
419,32308813,Nov/14/2017 13:45,tourist,C - Party,GNU C++14,Accepted,1372 ms,200 KB
420,32308806,Nov/14/2017 13:44,tourist,C - Party,GNU C++14,Accepted,1326 ms,200 KB
421,32308769,Nov/14/2017 13:42,tourist,C - Party,GNU C++14,Accepted,1341 ms,200 KB
422,32308722,Nov/14/2017 13:39,tourist,C - Party,GNU C++14,Accepted,1653 ms,200 KB
423,32308710,Nov/14/2017 13:39,tourist,C - Party,GNU C++14,Accepted,1092 ms,0 KB
424,32308700,Nov/14/2017 13:38,tourist,C - Party,GNU C++14,Accepted,1653 ms,200 KB
425,32231520,Nov/12/2017 01:09,tourist,E - One-Way Reform,GNU C++14,Accepted,30 ms,1100 KB
426,32231509,Nov/12/2017 01:07,tourist,E - One-Way Reform,GNU C++14,Runtime error on test 3,15 ms,200 KB
427,32231461,Nov/12/2017 01:02,tourist,D - Tanya and Password,GNU C++14,Accepted,78 ms,6700 KB
428,32231245,Nov/12/2017 00:42,tourist,D - Tanya and Password,GNU C++14,Wrong answer on test 12,78 ms,6500 KB
429,32231077,Nov/12/2017 00:28,tourist,D - Tanya and Password,GNU C++14,Runtime error on test 8,62 ms,6300 KB
430,32231072,Nov/12/2017 00:27,tourist,D - Tanya and Password,GNU C++14,Runtime error on test 2,15 ms,400 KB
431,32230983,Nov/12/2017 00:20,tourist,D - Tanya and Password,GNU C++14,Wrong answer on test 8,77 ms,6500 KB
432,32228776,Nov/11/2017 22:10,tourist,D - Tanya and Password,GNU C++14,Accepted,93 ms,22900 KB
433,32228238,Nov/11/2017 21:42,tourist,F - Team Rocket Rises Again,GNU C++14,Accepted,686 ms,65100 KB
434,32228177,Nov/11/2017 21:40,tourist,F - Team Rocket Rises Again,GNU C++14,Runtime error on test 4,15 ms,200 KB
435,32220657,Nov/11/2017 16:24,tourist,F - Team Rocket Rises Again,GNU C++14,Accepted,826 ms,65300 KB
436,32216667,Nov/11/2017 13:32,tourist,F - Team Rocket Rises Again,GNU C++14,Accepted,810 ms,65100 KB
437,32216552,Nov/11/2017 13:25,tourist,F - Team Rocket Rises Again,GNU C++14,Accepted,686 ms,65100 KB
438,32216464,Nov/11/2017 13:20,tourist,F - Team Rocket Rises Again,GNU C++14,Wrong answer on test 12,467 ms,38000 KB
439,32216176,Nov/11/2017 13:05,tourist,F - Team Rocket Rises Again,GNU C++14,Runtime error on test 4,15 ms,200 KB
